                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.86508,                0.56869,                  1.014,                0.97175,                  0.975,                0.98943,                0.84007,                0.66846,                0.37501,                0.90071,             0.00081992,             0.00081992,             0.00081992
                    151,                0.87462,                0.56215,                 1.0172,                0.97889,                  0.965,                 0.9901,                0.84673,                0.64919,                0.36551,                0.89691,               0.000812,               0.000812,               0.000812
                    152,                0.84274,                0.54529,                 1.0046,                0.98384,                 0.9625,                0.99126,                0.84909,                0.62858,                0.35983,                0.88929,             0.00080408,             0.00080408,             0.00080408
                    153,                0.85213,                0.55937,                 1.0037,                0.98977,                0.96753,                0.99371,                0.84843,                0.64186,                0.35638,                0.89442,             0.00079616,             0.00079616,             0.00079616
                    154,                 0.8641,                0.55303,                 1.0067,                0.96677,                 0.9875,                 0.9916,                0.85248,                 0.6402,                0.36263,                 0.8919,             0.00078824,             0.00078824,             0.00078824
                    155,                0.84126,                0.53975,                0.99707,                0.97997,                 0.9725,                0.99205,                0.85323,                0.63669,                0.35717,                 0.8941,             0.00078032,             0.00078032,             0.00078032
                    156,                0.86706,                0.56056,                  1.011,                 0.9697,                   0.98,                0.99069,                0.84346,                0.64974,                0.35861,                0.89076,              0.0007724,              0.0007724,              0.0007724
                    157,                 0.8514,                0.55665,                0.99565,                0.98572,                   0.97,                0.99361,                0.85084,                 0.6442,                0.35861,                0.89217,             0.00076448,             0.00076448,             0.00076448
                    158,                0.84049,                0.54279,                0.99458,                0.98952,                 0.9775,                0.99349,                0.85447,                0.62184,                0.34019,                0.88158,             0.00075656,             0.00075656,             0.00075656
                    159,                0.84236,                 0.5418,                      1,                0.98564,                   0.97,                0.99243,                0.85192,                0.62916,                 0.3506,                 0.8851,             0.00074864,             0.00074864,             0.00074864
                    160,                0.83389,                0.54857,                0.99468,                0.98107,                  0.975,                0.99263,                0.85314,                0.62767,                0.34759,                0.88313,             0.00074072,             0.00074072,             0.00074072
                    161,                0.82566,                 0.5261,                0.98942,                0.97765,                0.98411,                0.99232,                0.85983,                0.61608,                0.34838,                0.87722,              0.0007328,              0.0007328,              0.0007328
                    162,                0.84239,                0.54395,                 1.0001,                0.98345,                   0.97,                0.99241,                0.85714,                0.61636,                0.34605,                0.87685,             0.00072488,             0.00072488,             0.00072488
                    163,                0.83438,                0.54247,                0.99652,                0.97993,                0.97658,                0.99066,                0.84586,                0.66134,                0.35761,                0.89498,             0.00071696,             0.00071696,             0.00071696
                    164,                0.83667,                0.53105,                0.99647,                0.98323,                  0.975,                0.99294,                0.85991,                0.61066,                0.33802,                0.87973,             0.00070904,             0.00070904,             0.00070904
                    165,                0.83885,                0.52961,                0.99781,                0.98259,                0.98748,                0.99392,                0.85789,                0.62246,                0.34269,                0.88238,             0.00070112,             0.00070112,             0.00070112
                    166,                0.83426,                0.52463,                0.99585,                0.98735,                0.97586,                0.99253,                0.85841,                0.61516,                 0.3392,                0.88036,              0.0006932,              0.0006932,              0.0006932
                    167,                0.80204,                0.52125,                0.98579,                0.99083,                 0.9775,                0.99278,                0.86157,                0.59717,                0.33523,                0.87652,             0.00068528,             0.00068528,             0.00068528
                    168,                0.81464,                0.53306,                0.98397,                0.98987,                0.97736,                0.99384,                 0.8593,                0.60491,                0.33386,                0.87788,             0.00067736,             0.00067736,             0.00067736
                    169,                0.80177,                0.51584,                0.98486,                0.97739,                  0.985,                0.99347,                0.86523,                0.59149,                0.32915,                0.87267,             0.00066944,             0.00066944,             0.00066944
                    170,                0.81555,                0.51394,                0.97604,                0.98498,                0.98395,                0.99371,                0.86921,                0.58991,                0.32222,                0.86995,             0.00066152,             0.00066152,             0.00066152
                    171,                0.79574,                0.50673,                0.97608,                0.98741,                0.98049,                0.99366,                 0.8659,                0.58971,                0.32537,                0.86806,              0.0006536,              0.0006536,              0.0006536
                    172,                0.81816,                0.52251,                0.99071,                0.98222,                  0.985,                 0.9932,                0.86861,                0.59341,                0.33134,                 0.8711,             0.00064568,             0.00064568,             0.00064568
                    173,                0.80417,                0.51748,                0.98161,                0.98995,                0.98539,                0.99355,                0.86329,                0.60369,                0.32621,                0.87248,             0.00063776,             0.00063776,             0.00063776
                    174,                 0.8064,                0.50931,                0.98262,                0.97877,                  0.985,                0.99327,                  0.869,                0.59269,                0.32906,                0.86734,             0.00062984,             0.00062984,             0.00062984
                    175,                0.81238,                0.51943,                0.98648,                0.99195,                 0.9825,                 0.9941,                0.86521,                0.59947,                0.32297,                0.87178,             0.00062192,             0.00062192,             0.00062192
                    176,                0.79696,                0.51111,                0.98164,                0.98991,                0.98067,                0.99392,                0.87167,                0.58739,                0.32411,                0.86921,               0.000614,               0.000614,               0.000614
                    177,                0.77842,                0.48979,                  0.975,                0.99249,                 0.9875,                0.99445,                0.87291,                0.57017,                0.31905,                0.86087,             0.00060608,             0.00060608,             0.00060608
                    178,                 0.7931,                0.49805,                0.97488,                0.98506,                0.98918,                0.99405,                0.87809,                0.57071,                0.31643,                0.85891,             0.00059816,             0.00059816,             0.00059816
                    179,                0.79777,                0.50777,                0.97726,                0.98992,                0.98213,                0.99385,                0.87285,                0.57176,                0.31848,                0.85858,             0.00059024,             0.00059024,             0.00059024
                    180,                0.79155,                0.50596,                0.97833,                0.98608,                 0.9825,                0.99217,                0.87245,                0.56862,                0.31849,                0.86117,             0.00058232,             0.00058232,             0.00058232
                    181,                0.77381,                0.46947,                0.96688,                0.98853,                 0.9875,                0.99336,                0.87327,                0.58038,                0.31869,                0.86573,              0.0005744,              0.0005744,              0.0005744
                    182,                0.77251,                0.48438,                0.97136,                0.98744,                0.98285,                0.99281,                0.87964,                0.55547,                0.31074,                0.85657,             0.00056648,             0.00056648,             0.00056648
                    183,                0.77346,                0.49027,                0.97124,                0.98266,                0.99151,                0.99328,                0.87736,                0.55347,                0.30614,                0.85391,             0.00055856,             0.00055856,             0.00055856
                    184,                0.76857,                0.48886,                0.96768,                 0.9827,                0.99415,                 0.9933,                0.88274,                0.54647,                0.30387,                0.85464,             0.00055064,             0.00055064,             0.00055064
                    185,                0.75865,                0.48307,                0.96741,                0.98759,                0.99457,                0.99252,                0.87959,                0.54972,                0.30481,                 0.8547,             0.00054272,             0.00054272,             0.00054272
                    186,                0.77514,                0.49246,                0.97794,                0.98829,                   0.99,                0.99412,                0.88371,                0.54163,                0.29923,                0.85243,              0.0005348,              0.0005348,              0.0005348
                    187,                0.77211,                0.49097,                0.97763,                0.98998,                0.98751,                0.99368,                0.88364,                 0.5521,                0.30363,                0.85586,             0.00052688,             0.00052688,             0.00052688
                    188,                 0.7518,                0.48194,                0.95991,                0.98945,                   0.99,                0.99445,                0.88346,                0.54628,                0.30138,                0.85195,             0.00051896,             0.00051896,             0.00051896
                    189,                0.76987,                0.48962,                0.97254,                0.98196,                 0.9975,                0.99462,                0.89307,                0.52074,                 0.2916,                0.84655,             0.00051104,             0.00051104,             0.00051104
                    190,                0.77249,                0.48862,                0.96926,                0.99481,                 0.9925,                0.99456,                0.88744,                0.53516,                0.29333,                0.85004,             0.00050312,             0.00050312,             0.00050312
                    191,                0.74546,                0.47699,                0.96123,                0.99181,                   0.99,                0.99365,                0.88685,                0.53488,                0.29276,                0.84932,              0.0004952,              0.0004952,              0.0004952
                    192,                0.75067,                0.47255,                0.96152,                0.99158,                 0.9925,                0.99373,                0.88203,                0.54129,                 0.2955,                0.85032,             0.00048728,             0.00048728,             0.00048728
                    193,                0.75309,                0.47885,                0.96926,                0.98771,                   0.99,                0.99341,                0.87856,                 0.5413,                0.29767,                0.84973,             0.00047936,             0.00047936,             0.00047936
                    194,                0.74175,                0.47154,                0.96158,                0.99248,                0.98947,                  0.994,                0.89069,                0.52839,                0.29424,                0.84789,             0.00047144,             0.00047144,             0.00047144
                    195,                 0.7413,                0.46542,                0.95406,                0.99498,                0.99138,                0.99438,                0.88569,                0.53923,                0.29051,                0.85191,             0.00046352,             0.00046352,             0.00046352
                    196,                0.73185,                0.46331,                0.95873,                0.99414,                 0.9875,                0.99296,                 0.8826,                0.54254,                 0.2962,                0.85303,              0.0004556,              0.0004556,              0.0004556
                    197,                0.74805,                0.47493,                0.95935,                0.99439,                   0.99,                0.99399,                0.89205,                0.52665,                0.29327,                0.84846,             0.00044768,             0.00044768,             0.00044768
                    198,                 0.7432,                0.46171,                0.95887,                0.99497,                0.98888,                 0.9941,                 0.8967,                0.50548,                0.28342,                0.84198,             0.00043976,             0.00043976,             0.00043976
                    199,                 0.7443,                0.47432,                0.95932,                0.99001,                0.99119,                 0.9943,                0.89443,                0.51824,                0.28733,                0.84531,             0.00043184,             0.00043184,             0.00043184
                    200,                0.73581,                0.47296,                0.95449,                0.99463,                 0.9875,                0.99358,                0.89558,                0.51612,                0.28732,                0.84502,             0.00042392,             0.00042392,             0.00042392
                    201,                0.73084,                0.46481,                0.95328,                 0.9925,                0.99237,                0.99372,                0.89918,                0.51214,                0.28598,                0.84372,               0.000416,               0.000416,               0.000416
                    202,                0.73706,                0.46557,                0.95349,                0.99395,                   0.99,                0.99433,                0.89527,                 0.5071,                0.27949,                0.84217,             0.00040808,             0.00040808,             0.00040808
                    203,                0.73383,                0.46933,                0.95266,                0.99246,                 0.9925,                0.99425,                 0.8956,                 0.5087,                 0.2861,                 0.8423,             0.00040016,             0.00040016,             0.00040016
                    204,                0.71416,                 0.4477,                0.94755,                0.99009,                0.99947,                0.99454,                0.89796,                 0.5078,                0.27929,                0.84055,             0.00039224,             0.00039224,             0.00039224
                    205,                0.73032,                0.45598,                0.94472,                0.99496,                0.98712,                0.99444,                0.89734,                0.51481,                0.28257,                0.84207,             0.00038432,             0.00038432,             0.00038432
                    206,                0.72956,                0.45194,                0.95464,                0.99251,                0.99409,                0.99415,                0.89936,                0.50267,                0.27932,                0.83939,              0.0003764,              0.0003764,              0.0003764
                    207,                0.72566,                0.45829,                0.95239,                0.98592,                      1,                0.99378,                0.89733,                0.49698,                0.27922,                 0.8384,             0.00036848,             0.00036848,             0.00036848
                    208,                0.71279,                0.44603,                0.94481,                0.98998,                  0.988,                0.99324,                0.90094,                0.49702,                0.28292,                0.84005,             0.00036056,             0.00036056,             0.00036056
                    209,                0.70097,                0.44881,                0.93864,                0.99248,                0.98936,                  0.994,                0.90217,                0.49102,                 0.2796,                0.83638,             0.00035264,             0.00035264,             0.00035264
                    210,                0.71978,                0.45324,                0.94597,                0.99004,                0.99403,                0.99419,                0.90195,                0.49014,                0.27754,                0.83408,             0.00034472,             0.00034472,             0.00034472
                    211,                0.70509,                 0.4415,                0.94106,                0.99252,                0.99509,                0.99467,                0.90244,                0.48471,                 0.2713,                0.83371,              0.0003368,              0.0003368,              0.0003368
                    212,                0.70851,                0.45185,                 0.9485,                0.99251,                0.99397,                0.99459,                0.90031,                0.49402,                0.27708,                0.83598,             0.00032888,             0.00032888,             0.00032888
                    213,                0.71678,                0.45092,                0.94482,                0.99248,                 0.9903,                0.99428,                0.90054,                0.49342,                0.27292,                0.83465,             0.00032096,             0.00032096,             0.00032096
                    214,                0.70905,                0.44917,                0.94206,                0.98679,                      1,                0.99437,                0.90042,                0.48221,                0.26801,                0.83317,             0.00031304,             0.00031304,             0.00031304
                    215,                0.70859,                0.44978,                0.94101,                0.98761,                0.99618,                0.99459,                0.90642,                0.49204,                0.27088,                0.83601,             0.00030512,             0.00030512,             0.00030512
                    216,                0.68066,                0.43204,                 0.9359,                0.99007,                0.99697,                0.99462,                0.90085,                0.49702,                0.27482,                0.83708,              0.0002972,              0.0002972,              0.0002972
                    217,                0.70545,                0.45053,                0.94352,                0.98492,                      1,                0.99454,                0.89896,                0.49622,                0.27587,                0.83536,             0.00028928,             0.00028928,             0.00028928
                    218,                0.69009,                0.43618,                0.94236,                0.99009,                0.99924,                0.99457,                0.90553,                0.48702,                0.27227,                0.83244,             0.00028136,             0.00028136,             0.00028136
                    219,                0.68592,                0.44083,                0.93316,                0.99501,                0.99681,                0.99464,                0.90801,                0.48015,                0.26691,                0.83057,             0.00027344,             0.00027344,             0.00027344
                    220,                0.69235,                0.43182,                0.94344,                0.99502,                0.99808,                0.99465,                  0.909,                0.47434,                0.26612,                0.82874,             0.00026552,             0.00026552,             0.00026552
                    221,                0.69623,                0.42741,                0.93722,                0.99501,                0.99687,                0.99457,                0.90732,                0.47262,                0.26978,                0.83015,              0.0002576,              0.0002576,              0.0002576
                    222,                0.68309,                0.42838,                0.92847,                0.99502,                0.99944,                0.99449,                0.90854,                0.47419,                0.26537,                0.83017,             0.00024968,             0.00024968,             0.00024968
                    223,                0.69477,                0.43936,                0.93993,                0.99268,                 0.9975,                0.99455,                0.90704,                0.47833,                0.26514,                0.83106,             0.00024176,             0.00024176,             0.00024176
                    224,                0.67529,                  0.428,                0.94054,                0.99496,                      1,                0.99455,                0.90634,                0.47533,                0.26689,                0.82955,             0.00023384,             0.00023384,             0.00023384
                    225,                0.67108,                0.42045,                0.92651,                0.99501,                0.99716,                0.99432,                0.90985,                0.47345,                0.26518,                0.82807,             0.00022592,             0.00022592,             0.00022592
                    226,                0.65831,                0.41496,                0.92839,                0.98794,                      1,                  0.994,                0.91029,                0.46805,                0.26603,                0.82846,               0.000218,               0.000218,               0.000218
                    227,                0.67475,                0.42263,                0.92648,                  0.995,                0.99419,                0.99432,                0.91291,                0.46651,                0.26417,                0.82812,             0.00021008,             0.00021008,             0.00021008
                    228,                 0.6829,                0.42223,                0.93087,                0.99009,                0.99946,                0.99452,                0.90939,                0.46384,                0.26275,                 0.8273,             0.00020216,             0.00020216,             0.00020216
                    229,                0.67532,                 0.4251,                0.93114,                0.98888,                      1,                0.99423,                0.90741,                0.46913,                0.26282,                0.82817,             0.00019424,             0.00019424,             0.00019424
                    230,                0.67718,                0.42586,                0.93099,                0.98899,                      1,                0.99431,                0.91002,                0.46553,                0.26062,                0.82685,             0.00018632,             0.00018632,             0.00018632
                    231,                0.67195,                 0.4175,                0.93144,                0.98873,                      1,                0.99454,                0.90919,                0.46613,                0.26022,                0.82682,              0.0001784,              0.0001784,              0.0001784
                    232,                0.66611,                0.42787,                0.92485,                 0.9905,                 0.9975,                0.99438,                0.90921,                 0.4626,                0.25957,                0.82447,             0.00017048,             0.00017048,             0.00017048
                    233,                0.66406,                0.42321,                0.92822,                0.99501,                0.99654,                0.99381,                0.91289,                0.46114,                0.25679,                0.82412,             0.00016256,             0.00016256,             0.00016256
                    234,                0.66525,                0.42229,                 0.9323,                 0.9895,                      1,                0.99383,                0.91123,                0.46264,                0.25819,                0.82484,             0.00015464,             0.00015464,             0.00015464
                    235,                 0.6698,                0.41319,                0.92757,                0.99204,                      1,                0.99381,                0.91337,                0.45697,                0.25542,                0.82381,             0.00014672,             0.00014672,             0.00014672
                    236,                0.66495,                0.41342,                0.93055,                0.99254,                0.99791,                0.99407,                0.91179,                0.45379,                0.25378,                0.82306,              0.0001388,              0.0001388,              0.0001388
                    237,                0.64907,                0.41192,                0.92565,                0.99255,                0.99965,                0.99431,                0.91532,                0.44637,                0.25173,                0.82144,             0.00013088,             0.00013088,             0.00013088
                    238,                0.65839,                0.41591,                0.93157,                0.99255,                0.99938,                0.99428,                0.91439,                0.44668,                0.25126,                0.82158,             0.00012296,             0.00012296,             0.00012296
                    239,                0.65858,                0.41826,                0.93023,                0.99255,                0.99948,                0.99389,                0.91685,                 0.4438,                0.25222,                0.82062,             0.00011504,             0.00011504,             0.00011504
                    240,                0.64195,                0.41006,                0.92066,                0.99233,                      1,                0.99371,                0.91798,                0.43842,                0.25162,                0.81965,             0.00010712,             0.00010712,             0.00010712
                    241,                0.59195,                0.32921,                0.87126,                0.99501,                0.99699,                0.99397,                0.91432,                0.45454,                0.25883,                0.82387,               9.92e-05,               9.92e-05,               9.92e-05
                    242,                0.55407,                0.30939,                0.85758,                0.99009,                0.99885,                0.99423,                0.91107,                0.46542,                 0.2636,                0.82651,              9.128e-05,              9.128e-05,              9.128e-05
                    243,                0.56231,                0.30636,                 0.8593,                0.98763,                0.99832,                0.99408,                0.90976,                0.46677,                0.26152,                0.82658,              8.336e-05,              8.336e-05,              8.336e-05
                    244,                0.54403,                0.29677,                 0.8514,                0.99055,                 0.9925,                0.99413,                0.90832,                0.46747,                0.25988,                0.82712,              7.544e-05,              7.544e-05,              7.544e-05
                    245,                 0.5533,                0.30074,                 0.8508,                0.99251,                0.99336,                0.99391,                 0.9115,                0.46059,                0.25623,                0.82504,              6.752e-05,              6.752e-05,              6.752e-05
                    246,                0.54287,                0.29424,                0.85661,                0.99474,                  0.995,                 0.9937,                0.91184,                0.45578,                0.25719,                0.82366,               5.96e-05,               5.96e-05,               5.96e-05
                    247,                0.53884,                 0.2937,                  0.846,                0.99431,                  0.995,                0.99381,                 0.9129,                0.45232,                0.25566,                0.82299,              5.168e-05,              5.168e-05,              5.168e-05
                    248,                   0.53,                0.29113,                0.84727,                0.99453,                  0.995,                0.99391,                0.91513,                0.45109,                0.25586,                 0.8229,              4.376e-05,              4.376e-05,              4.376e-05
                    249,                0.52765,                0.29169,                0.84727,                0.99496,                  0.995,                0.99416,                0.91789,                0.45073,                0.25717,                0.82279,              3.584e-05,              3.584e-05,              3.584e-05
                    250,                0.52856,                0.28761,                0.84717,                0.99495,                  0.995,                0.99413,                0.91781,                 0.4488,                0.25551,                0.82218,              2.792e-05,              2.792e-05,              2.792e-05
